Gedad Vict;Año I;Canton;Provincia;Tipo muerte SRMCE2;NDD;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes2;antecedVBG vic vict;Años Privac;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Cuenta Victima;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict2;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
ENTRE 25 Y 34 AÑOS;2020;GUAYAQUIL;GUAYAS;FEMICIDIO;090101820124058;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;ACUSATORIO;NINGUNA;SI;30;29;NO;EVALUACION Y PREPARATORIA DE JUICIO;NO APLICA;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;22/12/2020;4/7/2021;30/12/1899;21/12/2020;;21/12/2020;22/12/2020;29/1/2021;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;22:15;23:00;30/12/1899 18:54:00;57837;NO APLICA;;SAI;SIN DATO;-2,192116;-79,9668308;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;12;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;SUPERIOR;SUPERIOR;SUPERIOR;1;NO APLICA;09571202100026G;SIN DATO;SIN DATO;SIN DATO;SI;NO APLICA;NO;NO;;NO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;INGENIERA;INGENIERO;SI;NO APLICA;NO APLICA;CONYUGE;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA CONTUNDENTE;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2022;SAN MIGUEL DE SALCEDO;COTOPAXI;FEMICIDIO;SD007;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;FEMICIDIO;FALLECIDO;NO APLICA;05;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;32;35;NO;INVESTIGACION PREVIA;NO APLICA;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;29/6/2022;;NO APLICA;29/6/2022;3/7/2022;29/6/2022;;;;30/12/1899 0:00:00;28/6/2022;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;10:00;04:00;;70055;NO APLICA;NO;SIN DATO;NO APLICA;-1,0464385;-78,5878021;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;NO APLICA;6;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;SIN DATO;SIN DATO;SIN DATO;;BACHILLERATO;BACHILLERATO;BACHILLERATO;1;NO APLICA;;SIN DATO;TRABAJADORA DEL HOGAR NO REMUNERADA;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;ESTUDIANTE;SIN DATO;NO APLICA;NO APLICA;NO APLICA;CONYUGE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;GUAYAQUIL;GUAYAS;FEMICIDIO;090101822062473;141 FEMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;23;25;NO;EVALUACION Y PREPARATORIA DE JUICIO;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;12/6/2022;24/7/2022;13/6/2022;12/6/2022;12/6/2022;12/6/2022;13/6/2022;13/6/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 15 Y 24 AÑOS;NO;SIN DATO;11:30;02:00;30/12/1899 13:57:00;69661;NO APLICA;NO;FLAGRANCIA;NO;-2,152314;-79,888427;DOMICILIO DEL VICTIMARIO;CASA/VILLA;NO APLICA;6;6;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;BACHILLERATO;1;NO APLICA;09571202201805;SIN DATO;NO DETERMINADO;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;BACHILL. EN CIENCIAS;SIN DATO;NO;NO APLICA;NO APLICA;PAREJA;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;OTROS;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;BALZAR;GUAYAS;FEMICIDIO;090401822030031;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;NINGUNA;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;34;34;NO;JUICIO;NO APLICA;SOLTERO/A;CASADO/A;MESTIZO/A;MULATO/A;12/3/2022;7/8/2022;30/12/1899;12/3/2022;13/3/2022;12/3/2022;14/3/2022;13/3/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;06:20;03:30;30/12/1899 9:01:00;67228;NO APLICA;NO;FLAGRANCIA;NO;-1,36773033;-79,89708739;DOMICILIO FAMILIAR;CASA/VILLA;SIN DATO;6;3;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;EDUCACION BASICA;1;NO APLICA;09320202200100;SIN DATO;EDUCACION PRIMARIA;SIN DATO;SI;NO APLICA;NO;NO;;NO;ESTRANGULACION;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;SIN DATO;EMPLEADO;SI;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;OTROS;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2022;QUININDE;ESMERALDAS;FEMICIDIO;SD005;141 FEMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SOGA;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;08;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;17;40;NO;INSTRUCCION FISCAL;NO APLICA;SOLTERO/A;CASADO/A;AFROECUATORIANO/A-AFRODESCENDIENTE;MESTIZO/A;19/6/2022;26/6/2022;19/6/2022;19/6/2022;19/6/2022;19/6/2022;;19/6/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 15 Y 24 AÑOS;NO;NO;06:00;06:00;;69818;NO APLICA;SI;FLAGRANCIA;NO;0,32951;-79,46561;DOMICILIO DEL VICTIMARIO;CASA/VILLA;NO APLICA;6;6;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;SIN DATO;SIN DATO;SIN DATO;Adolescente;EDUCACION BASICA;EDUCACION BASICA;BACHILLERATO;1;NO APLICA;08281202200612;NO APLICA;NO DETERMINADO;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;ESTRANGULACION;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NINGUNA;EMPLEADO PRIVADO;NO;NO APLICA;NO APLICA;PAREJA;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;CONSTRICTORA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2021;SHUSHUFINDI;SUCUMBIOS;FEMICIDIO;210401822010015;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;21;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;16;34;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;22/12/2021;26/12/2021;NO APLICA;21/12/2021;;21/12/2021;5/1/2022;;;30/12/1899 0:00:00;22/12/2021;NO APLICA;ENTRE 15 Y 24 AÑOS;NO;SIN DATO;06:30;23:00;30/12/1899 14:44:00;65234;NO APLICA;NO;SAI;NO APLICA;-0,19008309;-76,64787755;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;NO APLICA;12;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;Adolescente;SIN DATO;SIN DATO;PRIMARIA;1;NO APLICA;;SIN DATO;NO DETERMINADO;SIN DATO;NO APLICA;NO APLICA;NO;JUICIO DE ALIMENTOS;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;NINGUNA;OBRERO;NO APLICA;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2021;PUERTO LOPEZ;MANABI;FEMICIDIO;131901821050015;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;22 AÑOS;SI;URBANA;CORTO PUNZANTE;NO APLICA;SI;FEMICIDIO;SOSPECHOSO;NO APLICA;13;1;1;;NO APLICA;140 ASESINATO;NO APLICA;NINGUNA;SI;37;41;NO;RECURSO DE CASACION;PROCESADO;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;28/5/2021;22/5/2022;28/5/2021;28/5/2021;;28/5/2021;31/5/2021;28/5/2021;;12/11/2021 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SIN DATO;10:00;03:00;30/12/1899 15:37:00;60964;NO APLICA;;FLAGRANCIA;SI;-1,563312;-80,816283;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;5;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;13U01202100129;SIN DATO;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;ESTUDIANTE;NO;NO APLICA;NO APLICA;CONVIVIENTE;;RECHAZANDO RECURSO;EN TRAMITE;NO APLICA;NO APLICA;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;FEMICIDIO;NO APLICA;CONDENATORIA;NO;SIN DATO
ENTRE 45 Y 64 AÑOS;2020;MANTA;MANABI;FEMICIDIO;130801820110175;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;PISTOLA;NO APLICA;NO APLICA;FEMICIDIO;FALLECIDO;NO APLICA;13;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;43;47;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;12/11/2020;;NO APLICA;12/11/2020;;12/11/2020;16/11/2020;30/12/1899;;30/12/1899 0:00:00;12/11/2020;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;16:00;14:30;30/12/1899 10:17:00;57092;NO APLICA;;SAI;NO APLICA;-0,969364;-80,708778;OTRO DOMICILIO;CASA/VILLA;NO APLICA;NO APLICA;11;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;EDUCACION BASICA;1;1;;2;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;EMPLEADA;ESTUDIANTE;NO APLICA;NO APLICA;AMIGO(S);CONVIVIENTE;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA DE FUEGO;FEMICIDIO;NO APLICA;NO APLICA;SI;NO APLICA
ENTRE 25 Y 34 AÑOS;2021;QUITO;PICHINCHA;FEMICIDIO;170101821063374;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;VIOLENCIA PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;34 AÑOS Y 8 MESES;SI;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;17;1;1;;NO APLICA;141 FEMICIDIO;NO APLICA;NINGUNA;SI;21;32;NO;RECURSO DE APELACION;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;17/6/2021;17/10/2022;18/6/2021;17/6/2021;;17/6/2021;18/6/2021;18/6/2021;;7/4/2022 0:00:00;NO APLICA;NO APLICA;ENTRE 15 Y 24 AÑOS;NO;SI;23:45;20:30;30/12/1899 0:30:00;61370;NO APLICA;;SAI;SIN DATO;-0,16272874;-78,48709474;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;6;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;SIN DATO;1;NO APLICA;17284202100444;SIN DATO;NO DETERMINADO;SIN DATO;NO APLICA;NO APLICA;NO;NO;;JUICIO DE ALIMENTOS;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;BACHILL. EN CIENCIAS;EMPLEADO;NO;NO APLICA;NO APLICA;EXCONVIVIENTE;;RATIFICA SENTENCIA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;SENTENCIA;ARMA DE FUEGO;FEMICIDIO;NO APLICA;CONDENATORIA;NO;SIN DATO
ENTRE 15 Y 24 AÑOS;2021;CAMILO PONCE ENRIQUEZ;AZUAY;FEMICIDIO;011501821020024;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;OBJETO CONTUSO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;01;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;25;22;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;8/2/2021;;30/12/1899;24/1/2021;;24/1/2021;17/2/2021;;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;NO;17:40;04:00;30/12/1899 11:43:00;58779;NO APLICA;;SAI;SIN DATO;-3,083395;-79,709177;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;1;NO APLICA;NO APLICA;PERU;PERU;;NO;141 FEMICIDIO;141 FEMICIDIO;;SIN DATO;SIN DATO;SIN DATO;1;NO APLICA;;NO APLICA;OTROS;OBRERO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;SIN DATO;SIN DATO;NO;NO APLICA;NO APLICA;CONVIVIENTE;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA CONTUNDENTE;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;QUITO;PICHINCHA;FEMICIDIO;170101822020544;141 FEMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;URBANA;ESLINGA DE SEGURIDAD;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;17;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;28;28;NO;JUICIO;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;2/2/2022;17/4/2022;2/2/2022;2/2/2022;;2/2/2022;3/2/2022;3/2/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;NO;09:36;05:00;30/12/1899 9:14:00;66254;NO APLICA;NO;FLAGRANCIA;NO;-0,0781949;-78,4335016;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;2;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;SUPERIOR;SUPERIOR;BACHILLERATO;1;NO APLICA;17284202200082;NO APLICA;PERIODISTA;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;AHORCADURA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;BACHILL. EN CIENCIAS;ESTUDIANTE;NO;NO APLICA;NO APLICA;EXPAREJA;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;CONSTRICTORA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2022;GUAYAQUIL;GUAYAS;FEMICIDIO;090101822060844;141 FEMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;SI;NO;;NO;NO APLICA;NO APLICA;URBANA;NINGUNA;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;27;41;NO;INSTRUCCION FISCAL;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;4/6/2022;19/6/2022;NO APLICA;4/6/2022;5/6/2022;4/6/2022;5/6/2022;5/6/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;NO;09:30;03:30;30/12/1899 16:46:00;69471;NO APLICA;NO;FLAGRANCIA;NO;-2,167011;-79,916342;OTRO LUGAR;VIA PUBLICA;NO APLICA;"1; 2; 4";6;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;PRIMARIA;1;NO APLICA;09571202201720;NO APLICA;OTROS;RECICLADOR;NO APLICA;NO APLICA;NO;NO;;NO;SOFOCACION;NO APLICA;VIOLENCIA COMUNITARIA;EMOCIONAL;NO APLICA;ESTUDIANTE;COMERCIANTE;NO;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;OTROS;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
SIN DATO;2020;EL TRIUNFO;GUAYAS;FEMICIDIO;090901820080081;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;36;SIN DATO;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;31/8/2020;;30/12/1899;28/8/2020;;31/8/2020;31/8/2020;30/12/1899;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;12:00;23:30;30/12/1899 13:58:00;55754;NO APLICA;;SAI;SIN DATO;-2,320327;-79,396557;OTRO LUGAR;HOSPITALES;NO APLICA;6;8;NO APLICA;NO APLICA;VENEZUELA;VENEZUELA;;NO;141 FEMICIDIO;141 FEMICIDIO;;SIN DATO;SIN DATO;SIN DATO;1;NO APLICA;;1;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;SIN DATO;SIN DATO;SI;NO APLICA;NO APLICA;CONVIVIENTE;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA CONTUNDENTE;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2022;CUENCA;AZUAY;FEMICIDIO;010101822050198;141 FEMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;01;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;38;35;NO;JUICIO;NO APLICA;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;5/5/2022;12/6/2022;5/5/2022;4/5/2022;28/8/2022;4/5/2022;6/5/2022;6/5/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;05:35;19:30;30/12/1899 13:48:00;68664;NO APLICA;NO;FLAGRANCIA;NO;-2,893022;-79,027235;OTRO LUGAR;PARQUES Y PLAZAS;NO APLICA;6;5;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;01571202201156;7;NO DETERMINADO;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;QUEHACER. DOMESTICOS;ALBAÑIL;NO;NO APLICA;NO APLICA;CONYUGE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA CONTUNDENTE;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;QUITO;PICHINCHA;FEMICIDIO;170101822034200;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;VIOLENCIA FISICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;17;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;28;29;NO;EVALUACION Y PREPARATORIA DE JUICIO;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;21/3/2022;5/6/2022;30/12/1899;21/3/2022;28/8/2022;21/3/2022;24/3/2022;9/4/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;19:50;15:30;30/12/1899 11:48:00;67474;NO APLICA;SI;SAI;NO;-0,26863888;-78,54604247;OTRO LUGAR;RESTAURANTE;NO APLICA;6;3;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;SIN DATO;1;NO APLICA;17576202200299;SIN DATO;MESERA;SIN DATO;SIN DATO;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;EMPLEADO;SIN DATO;NO APLICA;NO APLICA;EXCONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
